ID,Model,BoxInclusion,MaskInclusion,NumberOfPOIs,POIPlacementAlgorithm,PerimeterBuffer,BoundingBoxDistortion,MaskDistortion,sam_mask_AP@50,sam_mask_AP@75,sam_mask_AP@95,sam_mask_AP@50:95,sam_mask_AR@50,sam_mask_AR@75,sam_mask_AR@95,sam_mask_AR@50:95,ModelCategory
401,YOLOv8 Nano,True,True,4,Voronoi,0%,100%,100%,0.8693443452368748,0.7554233490009004,0.4097181026765656,0.6781619323047802,0.7059447592027497,0.6149568049025781,0.272623895456939,0.5311751531874223,YOLOv8n
402,YOLOv8 Nano,True,True,4,Voronoi,0%,100%,110%,0.8220285328490177,0.7072645961818542,0.3728827835832658,0.6340586375380459,0.7408547504521912,0.6429847968172954,0.2867934828504257,0.5568776767066373,YOLOv8n
403,YOLOv8 Nano,True,True,4,Voronoi,0%,110%,90%,0.8487326842522316,0.726185069166396,0.398261876090698,0.6577265431697751,0.7490046134275062,0.6383379942803984,0.3011616948555426,0.5628347675211491,YOLOv8n
404,YOLOv8 Nano,True,True,4,Voronoi,0%,110%,100%,0.8109222260259478,0.6816106717019728,0.3317083383459971,0.6080804120246391,0.7264566320741288,0.6154098128977192,0.24129180053814578,0.527719415169998,YOLOv8n
405,YOLOv8 Nano,True,True,4,Voronoi,0%,110%,110%,0.8310771485466164,0.7080405413703527,0.3563964045156416,0.6318380314775368,0.7339251522403526,0.6249314349546278,0.2608962344522349,0.5399176072157383,YOLOv8n
406,YOLOv8 Nano,True,True,4,Voronoi,5%,90%,90%,0.8268870810265262,0.7229900462358039,0.4139078662038542,0.6545949978220615,0.6784134234275361,0.5826048198403677,0.2919633052032128,0.5176605161570388,YOLOv8n
407,YOLOv8 Nano,True,True,4,Voronoi,5%,90%,100%,0.8596060882521819,0.7546457674754299,0.41913838884986293,0.6777967481924915,0.741900583995626,0.6504454867406801,0.3176888083314641,0.5700116263559234,YOLOv8n
408,YOLOv8 Nano,True,True,4,Voronoi,5%,90%,110%,0.8532318477252457,0.7396843558270526,0.37745892139921683,0.6567917083171717,0.7591408869967682,0.6617017162476002,0.2926584532984859,0.5711670188476181,YOLOv8n
409,YOLOv8 Nano,True,True,4,Voronoi,5%,100%,90%,0.8526884417968198,0.7315489074368678,0.4236172251112881,0.6692848581149919,0.7457318440836637,0.650400937680695,0.3185255069133251,0.5715527628925613,YOLOv8n
410,YOLOv8 Nano,True,True,4,Voronoi,5%,100%,100%,0.8241676892260997,0.7113994081888391,0.3769441951486964,0.6375037641878785,0.7405999451290297,0.6475578668719106,0.28845984440527533,0.5588725521354052,YOLOv8n
411,YOLOv8 Nano,True,True,4,Voronoi,5%,100%,110%,0.8400440545754543,0.7207301626506288,0.38554562866562525,0.6487732819639027,0.721760547886094,0.6217854316187998,0.2763298794011667,0.5399586196353535,YOLOv8n
412,YOLOv8 Nano,True,True,4,Voronoi,5%,110%,90%,0.8152343786583727,0.6919596225656712,0.33936741660111336,0.6155204726083858,0.7088096890308107,0.607091026716503,0.24338660762253583,0.5197624411232831,YOLOv8n
413,YOLOv8 Nano,True,True,4,Voronoi,5%,110%,100%,0.8144436224194626,0.6862399104567274,0.34415432981231636,0.6149459542295022,0.7114560325727425,0.5972431254727162,0.24296234267491132,0.5172205002401233,YOLOv8n
414,YOLOv8 Nano,True,True,4,Voronoi,5%,110%,110%,0.8154615268613745,0.7015394266415609,0.3432693701891258,0.6200901078973537,0.728963663098149,0.6299540036096501,0.2541857387867323,0.5377011351648439,YOLOv8n
415,YOLOv8 Nano,True,True,4,Voronoi,10%,90%,90%,0.8636859099202627,0.7682766707677522,0.4429670941831206,0.6916432249570452,0.728505894442597,0.6468150185798616,0.32584788772851137,0.56705626691699,YOLOv8n
416,YOLOv8 Nano,True,True,4,Voronoi,10%,90%,100%,0.855868735539987,0.7541215665274207,0.4088324512067849,0.6729409177580642,0.745381136566498,0.6559177066646131,0.30706735559328313,0.5694553996081314,YOLOv8n
417,YOLOv8 Nano,True,True,4,Voronoi,10%,90%,110%,0.8690424062905269,0.7700762913173257,0.4406905431960208,0.6932697469346244,0.7326691912041333,0.6475274904386521,0.3212078946271968,0.5671348587566607,YOLOv8n
418,YOLOv8 Nano,True,True,4,Voronoi,10%,100%,90%,0.8428691586872881,0.7323702151038978,0.39066564220466066,0.6553016719986156,0.7348776655062027,0.6463663464973033,0.29166283281424227,0.5576356149392494,YOLOv8n
419,YOLOv8 Nano,True,True,4,Voronoi,10%,100%,100%,0.8364258826418557,0.714890104741397,0.42534186671604984,0.6588859513664341,0.7098668977429905,0.6088790128123248,0.30210530349371356,0.540283738016343,YOLOv8n
420,YOLOv8 Nano,True,True,4,Voronoi,10%,100%,110%,0.8334120556829474,0.7124389459538079,0.3842417347760644,0.6433642454709398,0.7401883804599372,0.6361723447074129,0.28973022517391905,0.5553636501137563,YOLOv8n
421,YOLOv8 Nano,True,True,4,Voronoi,10%,110%,90%,0.8207676195430889,0.688413554538887,0.3341909575156596,0.6144573771992117,0.7157745371725496,0.6011949374818283,0.24179464856681313,0.5195880410737304,YOLOv8n
422,YOLOv8 Nano,True,True,4,Voronoi,10%,110%,100%,0.8273279438444249,0.6986082255222229,0.3412038339253872,0.622380001097345,0.730298682056271,0.6205587696618073,0.24997267265776954,0.5336100414586159,YOLOv8n
423,YOLOv8 Nano,True,True,4,Voronoi,10%,110%,110%,0.8062026771481006,0.6850801879580265,0.3245214868491033,0.60526811731841,0.7225756805322981,0.6177742904966455,0.2365737281383581,0.5256412330557673,YOLOv8n
424,YOLOv8 Nano,True,True,4,Voronoi,15%,90%,90%,0.8574463150708311,0.7530339109583585,0.40316790911463063,0.6712160450479401,0.7531978013296574,0.6636990004008835,0.3096224553569821,0.5755064190291742,YOLOv8n
425,YOLOv8 Nano,True,True,4,Voronoi,15%,90%,100%,0.8596610297915476,0.7586643135466082,0.4099113997169888,0.676078914351715,0.7685155625793818,0.6813664511815016,0.324473697929385,0.5914519038967562,YOLOv8n
426,YOLOv8 Nano,True,True,4,Voronoi,15%,90%,110%,0.8567155828118362,0.758575847863321,0.42182855793383756,0.6790399962029983,0.7359424393742101,0.6529620232251386,0.3181598209648111,0.56902142785472,YOLOv8n
427,YOLOv8 Nano,True,True,4,Voronoi,15%,100%,90%,0.8307053904791222,0.7139608175255623,0.3792557870700447,0.6413073316915764,0.7360196349163679,0.6388441509149485,0.28676586364040935,0.5538765498239085,YOLOv8n
428,YOLOv8 Nano,True,True,4,Voronoi,15%,100%,100%,0.8306248979097363,0.7161758746004137,0.3650506666108439,0.6372838130403313,0.7543135392436777,0.6537051178857831,0.28695925750622014,0.5649926382118936,YOLOv8n
429,YOLOv8 Nano,True,True,4,Voronoi,15%,100%,110%,0.8432311288724366,0.7272593154345541,0.3811111515734932,0.6505338652934947,0.7429191528690435,0.6455873444709599,0.28765663500015676,0.5587210441133867,YOLOv8n
430,YOLOv8 Nano,True,True,4,Voronoi,15%,110%,90%,0.8334540206823706,0.7085177909654984,0.3551590687220612,0.63237696012331,0.7325264048272777,0.6254040818281802,0.2654020878385179,0.5411108581646584,YOLOv8n
431,YOLOv8 Nano,True,True,4,Voronoi,15%,110%,100%,0.8345841417814092,0.7120891589482842,0.35702193878877664,0.63456507983949,0.7314453221187813,0.6286541635349311,0.2655448098623429,0.5418814318386852,YOLOv8n
432,YOLOv8 Nano,True,True,4,Voronoi,15%,110%,110%,0.803041239613295,0.6719530771331401,0.3230576657855988,0.5993506608440113,0.7232064928860615,0.6055392725563016,0.24085254416032634,0.5231994365342298,YOLOv8n
433,YOLOv8 Nano,True,True,5,Random,0%,90%,90%,0.8536973528408918,0.7343639639829034,0.36919489497707464,0.6524187372669566,0.7576672380459591,0.6496518127504328,0.2865008111014487,0.5646066206326136,YOLOv8n
434,YOLOv8 Nano,True,True,5,Random,0%,90%,100%,0.8531611448493696,0.7397425520344267,0.4142329453378794,0.6690455474072252,0.7421187209157033,0.6433559704523165,0.30777275520765796,0.564415815525226,YOLOv8n
435,YOLOv8 Nano,True,True,5,Random,0%,90%,110%,0.8573666655996453,0.7295748859774621,0.3835061989237302,0.6568159168336125,0.729971632892794,0.6199300705107782,0.2759528706449671,0.5419515246828464,YOLOv8n
436,YOLOv8 Nano,True,True,5,Random,0%,100%,90%,0.8332541053800925,0.7050824940356754,0.35371566559218487,0.6306840883359842,0.7444420795303229,0.629364486772629,0.2759402518193143,0.5499156060407554,YOLOv8n
437,YOLOv8 Nano,True,True,5,Random,0%,100%,100%,0.824900953527286,0.6893952401868833,0.34502082245729265,0.6197723387238206,0.7269955805214211,0.5995269853987175,0.25063213842005433,0.5257182347800643,YOLOv8n
438,YOLOv8 Nano,True,True,5,Random,0%,100%,110%,0.8261542952296814,0.6932749456776099,0.3399820679072103,0.6198037696048339,0.7301290667283695,0.6055289902932929,0.25203393634696314,0.5292306644562085,YOLOv8n
439,YOLOv8 Nano,True,True,5,Random,0%,110%,90%,0.7933533209454641,0.6487452119322749,0.3092732557919538,0.5837905962232309,0.728834596851711,0.592857426682429,0.23085908809138025,0.5175170372085066,YOLOv8n
440,YOLOv8 Nano,True,True,5,Random,0%,110%,100%,0.7980491781964892,0.6604418182008054,0.28689287553430204,0.5817946239771988,0.7196566609571836,0.5825205757119167,0.21351817130510964,0.50523180265807,YOLOv8n
441,YOLOv8 Nano,True,True,5,Random,0%,110%,110%,0.8046802954292578,0.6624914793694131,0.30785834780734384,0.5916767075353382,0.730106791524942,0.5843741339981045,0.23276381839774446,0.5157482479735969,YOLOv8n
442,YOLOv8 Nano,True,True,5,Random,5%,90%,90%,0.8409971134005145,0.7285370665612743,0.40013900925116436,0.6565577297376509,0.7390387842795314,0.6379560116309636,0.301780654556408,0.559591816822301,YOLOv8n
443,YOLOv8 Nano,True,True,5,Random,5%,90%,100%,0.8279058468978195,0.712429878751757,0.401260850334823,0.6471988586614665,0.7275035921530266,0.6277747903665895,0.3008624735905051,0.552046952036707,YOLOv8n
444,YOLOv8 Nano,True,True,5,Random,5%,90%,110%,0.8510986193512373,0.7497297253507959,0.4272473224271619,0.6760252223763984,0.7185630616209359,0.6297822901646292,0.3108568474509713,0.5530673997455121,YOLOv8n
445,YOLOv8 Nano,True,True,5,Random,5%,100%,90%,0.8321800804509432,0.701458438107543,0.3458985177352483,0.6265123454312449,0.7311351190167601,0.6177885233719261,0.25694059988052287,0.5352880807564031,YOLOv8n
446,YOLOv8 Nano,True,True,5,Random,5%,100%,100%,0.8386054884562302,0.7096857833038995,0.3515210393508579,0.6332707703703292,0.7349982101544792,0.6203489280489621,0.25535208140887217,0.5368997398707711,YOLOv8n
447,YOLOv8 Nano,True,True,5,Random,5%,100%,110%,0.8441334387917057,0.724161997437998,0.37705223497731305,0.6484492237356724,0.7360562168018412,0.6302550008061485,0.2765312039283079,0.5476141405120992,YOLOv8n
448,YOLOv8 Nano,True,True,5,Random,5%,110%,90%,0.8137380362432286,0.6916049468462225,0.33092553810003766,0.612089507063163,0.7095805804435806,0.5990498840518604,0.23858620034173303,0.5157388882790579,YOLOv8n
449,YOLOv8 Nano,True,True,5,Random,5%,110%,100%,0.771197906982607,0.6291370580003219,0.2772459319107384,0.5591936322978892,0.7197907810396825,0.5826331120477145,0.2285951311443842,0.5103396747439272,YOLOv8n
450,YOLOv8 Nano,True,True,5,Random,5%,110%,110%,0.823345383263666,0.6919468192064343,0.3349374624178203,0.616743221629307,0.7571190029022368,0.6335663681376174,0.26096160419100306,0.550548991743619,YOLOv8n
451,YOLOv8 Nano,True,True,5,Random,10%,90%,90%,0.8519436672363339,0.7310628108677305,0.41486636971256163,0.6659576159388753,0.7578748495556975,0.6511980696256855,0.3242973849804405,0.5777901013872744,YOLOv8n
452,YOLOv8 Nano,True,True,5,Random,10%,90%,100%,0.8425228624137855,0.7288270130345941,0.40131152830298894,0.657553801250456,0.7391314708702778,0.6395608083731698,0.3030710105964853,0.5605877632799776,YOLOv8n
453,YOLOv8 Nano,True,True,5,Random,10%,90%,110%,0.8440903284700129,0.727615831214479,0.39193501000331754,0.654547056562603,0.7350145862624321,0.6311859779960051,0.2913942679832708,0.552531610747236,YOLOv8n
454,YOLOv8 Nano,True,True,5,Random,10%,100%,90%,0.8314534918166069,0.7107300908533848,0.36032749364580163,0.634170358771931,0.7342607344904173,0.6236675603839082,0.26994263791787393,0.5426236442640666,YOLOv8n
455,YOLOv8 Nano,True,True,5,Random,10%,100%,100%,0.8419205033111986,0.7250678279064344,0.3944474592870484,0.653811930168227,0.7104653330553435,0.6097329736815231,0.2815071644035658,0.5339018237134775,YOLOv8n
456,YOLOv8 Nano,True,True,5,Random,10%,100%,110%,0.8089951867810021,0.6872532339056272,0.33845999385924097,0.6115694715152902,0.7414025353995946,0.6292452612912716,0.26413645295805965,0.5449280832163087,YOLOv8n
457,YOLOv8 Nano,True,True,5,Random,10%,110%,90%,0.8117855299411385,0.6900031230277203,0.3474332908367224,0.6164073146018604,0.7023493856695127,0.5900969199561247,0.24590843732442721,0.5127849143166882,YOLOv8n
458,YOLOv8 Nano,True,True,5,Random,10%,110%,100%,0.8095711431924336,0.6760663145830812,0.318091937986744,0.601243131920753,0.7229469443594082,0.5995734820089855,0.23173341136857012,0.5180846125789879,YOLOv8n
459,YOLOv8 Nano,True,True,5,Random,10%,110%,110%,0.813090944415632,0.6776694997832635,0.3227674222834331,0.6045092888274428,0.7228096165200049,0.5907132815731142,0.23847663670281696,0.517333178265312,YOLOv8n
460,YOLOv8 Nano,True,True,5,Random,15%,90%,90%,0.8421846789933092,0.7327702160667451,0.4019191734476832,0.6589580228359125,0.7318640970351605,0.6388533205397362,0.3068446565797209,0.5591873580515392,YOLOv8n
461,YOLOv8 Nano,True,True,5,Random,15%,90%,100%,0.8472147896555947,0.7321759600453498,0.39020533177457783,0.6565320271585076,0.746333817836167,0.6466244656533111,0.29414329939660233,0.5623671942953601,YOLOv8n
462,YOLOv8 Nano,True,True,5,Random,15%,90%,110%,0.8436668961419016,0.7408632947314244,0.4006995088532582,0.6617432332421948,0.7402707161317796,0.6503046583644051,0.3039191621016784,0.5648315121992877,YOLOv8n
463,YOLOv8 Nano,True,True,5,Random,15%,100%,90%,0.8364287046411557,0.7222377104168557,0.35425757294338117,0.6376413293337976,0.7420846743057207,0.6407086358306654,0.2619284845542538,0.5482405982302133,YOLOv8n
464,YOLOv8 Nano,True,True,5,Random,15%,100%,100%,0.828207293071215,0.7086594624282458,0.36245074567136554,0.6331058337236087,0.7337683431672746,0.624210340788238,0.27136185432442983,0.5431135127599808,YOLOv8n
465,YOLOv8 Nano,True,True,5,Random,15%,100%,110%,0.8314151347887628,0.7110204408366803,0.37222122196721535,0.6382189325308862,0.7347446411439674,0.6291876754220562,0.280630078948438,0.5481874651714872,YOLOv8n
466,YOLOv8 Nano,True,True,5,Random,15%,110%,90%,0.814803208634023,0.6805874838798045,0.31529485103297783,0.6035618478489351,0.7261901647576733,0.6035311332060664,0.22979298422860164,0.5198380940641139,YOLOv8n
467,YOLOv8 Nano,True,True,5,Random,15%,110%,100%,0.8098129870107184,0.6865658057367415,0.3209164874620389,0.6057650934031663,0.7148613349318257,0.6057333343155408,0.22877621189743627,0.5164569603816009,YOLOv8n
468,YOLOv8 Nano,True,True,5,Random,15%,110%,110%,0.8192413226440202,0.680918470443206,0.32710457778215757,0.6090881236231279,0.7372219869320085,0.6070549241834129,0.2506178051711066,0.5316315720955093,YOLOv8n
469,YOLOv8 Nano,True,True,5,Distance Max,0%,90%,90%,0.7518120410605894,0.5356852460139947,0.15872213327079643,0.4820731401151268,0.6599445823306905,0.4537417389101882,0.09385504495676807,0.40251378873254884,YOLOv8n
470,YOLOv8 Nano,True,True,5,Distance Max,0%,90%,100%,0.7642694216788444,0.5628726863665239,0.18317670711743936,0.5034396050542691,0.6389908100542544,0.45250122367213336,0.08836493663709878,0.3932856567878288,YOLOv8n
471,YOLOv8 Nano,True,True,5,Distance Max,0%,90%,110%,0.7453357822270936,0.5349078761685107,0.16753362363727647,0.48259242734429353,0.6556309278828009,0.45428687954216096,0.09710725103544868,0.40234168615347016,YOLOv8n
472,YOLOv8 Nano,True,True,5,Distance Max,0%,100%,90%,0.7182895413117056,0.49663259951658156,0.1447317319877013,0.4532179576053295,0.6050441763995014,0.403325907071895,0.06733309630044608,0.3585677265906142,YOLOv8n
473,YOLOv8 Nano,True,True,5,Distance Max,0%,100%,100%,0.7162234697711162,0.47401463237170766,0.13151092442681855,0.4405830088565475,0.6067243153088832,0.387770748838287,0.04972144141461343,0.34807216852059447,YOLOv8n
474,YOLOv8 Nano,True,True,5,Distance Max,0%,100%,110%,0.6982473146105825,0.4804744565838922,0.14190686311565823,0.4402095447700444,0.6083180561258781,0.3937709133694041,0.06300994610643626,0.3550329718672395,YOLOv8n
475,YOLOv8 Nano,True,True,5,Distance Max,0%,110%,90%,0.6425436215867217,0.3362895770850847,0.08321233943578973,0.35401517936919874,0.564560614156089,0.2953985628092425,0.000216971683272278,0.2867253828828679,YOLOv8n
476,YOLOv8 Nano,True,True,5,Distance Max,0%,110%,100%,0.6070201141522893,0.31033346411472645,0.07682390926469386,0.33139249584390323,0.5317219809762945,0.2655717079522593,-0.0021856680501049306,0.26503600695948293,YOLOv8n
477,YOLOv8 Nano,True,True,5,Distance Max,0%,110%,110%,0.6123916246576729,0.3360757888535973,0.10822831587654955,0.35223190979594,0.5259145628710306,0.28444788179971897,0.021721847001615415,0.277361430557455,YOLOv8n
478,YOLOv8 Nano,True,True,5,Distance Max,5%,90%,90%,0.7871569385991123,0.6222000325391337,0.2790771662449497,0.5628113791277319,0.6450199505551729,0.49422238976831234,0.17182624026022617,0.4370228601945705,YOLOv8n
479,YOLOv8 Nano,True,True,5,Distance Max,5%,90%,100%,0.7986461715825677,0.6256927785787637,0.25955604928124976,0.561298333147527,0.6691533422335373,0.5099167651148545,0.1704121406812831,0.4498274160098917,YOLOv8n
480,YOLOv8 Nano,True,True,5,Distance Max,5%,90%,110%,0.7941155979649415,0.6179891088659254,0.26962897457876633,0.5605778938032111,0.6484542934554487,0.48441416960547945,0.1591365712777721,0.4306683447795667,YOLOv8n
481,YOLOv8 Nano,True,True,5,Distance Max,5%,100%,90%,0.7421779784536866,0.5439021016882722,0.19977326191349506,0.4952844473518179,0.6261778925174704,0.4443533266486053,0.11249698332893236,0.39434273416500265,YOLOv8n
482,YOLOv8 Nano,True,True,5,Distance Max,5%,100%,100%,0.7623895075482036,0.5512204428319967,0.20936952332377004,0.5076598245679902,0.6855660012093684,0.48823422212463824,0.14864704639941648,0.4408157565778077,YOLOv8n
483,YOLOv8 Nano,True,True,5,Distance Max,5%,100%,110%,0.7750797848367081,0.5589992577622533,0.20132650294324422,0.5118018485140686,0.6667888025386606,0.4719043385654512,0.1305911376733368,0.4230947595924828,YOLOv8n
484,YOLOv8 Nano,True,True,5,Distance Max,5%,110%,90%,0.7387830944154508,0.5218387941190791,0.1548095818813637,0.4718104901386312,0.6113078506214474,0.4141288699301693,0.06995068529748807,0.36512913528303487,YOLOv8n
485,YOLOv8 Nano,True,True,5,Distance Max,5%,110%,100%,0.6484914386451556,0.4284843399116972,0.11156180991963541,0.39617919615882935,0.6008980781822282,0.3879336625169111,0.07106087892885805,0.35329753987599916,YOLOv8n
486,YOLOv8 Nano,True,True,5,Distance Max,5%,110%,110%,0.7915555861208537,0.568085804245968,0.17695759311505543,0.5121996611606258,0.6581717088174307,0.4601992591940066,0.10315539385440887,0.407175453955282,YOLOv8n
487,YOLOv8 Nano,True,True,5,Distance Max,10%,90%,90%,0.801124785600904,0.657679884423772,0.29624609265721824,0.5850169208939648,0.6950637154480923,0.5609994610593285,0.21105136062075025,0.48903817904272373,YOLOv8n
488,YOLOv8 Nano,True,True,5,Distance Max,10%,90%,100%,0.7997721471568064,0.6553493728578956,0.2972562728238651,0.5841259309461893,0.7038277025182756,0.5696815059909526,0.22072881400441835,0.4980793408378822,YOLOv8n
489,YOLOv8 Nano,True,True,5,Distance Max,10%,90%,110%,0.8069750214645224,0.6685548835988278,0.32912430247069796,0.6015514025113494,0.6661646233972283,0.5403030667080626,0.22208689135251483,0.47618486048593534,YOLOv8n
490,YOLOv8 Nano,True,True,5,Distance Max,10%,100%,90%,0.7818809155559016,0.6400294014975201,0.25280224968813186,0.5582375222471845,0.682805558248236,0.5457791784364279,0.17348077245577156,0.4673551697134785,YOLOv8n
491,YOLOv8 Nano,True,True,5,Distance Max,10%,100%,100%,0.7798810000362174,0.6315913954092752,0.2302555400781851,0.5472426451745593,0.668409031318513,0.5316068208439318,0.14508654843140648,0.4483674668646171,YOLOv8n
492,YOLOv8 Nano,True,True,5,Distance Max,10%,100%,110%,0.7748809068256658,0.6317786290437766,0.23799234496891217,0.5482172936127848,0.6534239160595141,0.5237866825750196,0.14550570206598065,0.4409054335668381,YOLOv8n
